TaxonID	3847
MappingPopulation	Tokei758_x_To-8E
Title	Mapping and comparison of quantitative trait loci for soybean branching phenotype in two locations
Branching 3-1	Branching
Branching 3-2	Branching
Branching 3-3	Branching
Branching 3-4	Branching
Branching 3-5	Branching
