TaxonID	3847
MappingPopulation	Douglas_x_Pyramid
Journal	Theoretical and Applied Genetics
Year	2002
Volume	104
Pages	294-300
Title	Common loci underlie field resistance to soybean sudden death syndrome in Forrest, Pyramid, Essex, and Douglas
SDS 8-1	Reaction to Fusarium solani f sp glycines infection
SDS 8-2	Reaction to Fusarium solani f sp glycines infection
SDS 8-3	Reaction to Fusarium solani f sp glycines infection
SDS 8-4	Reaction to Fusarium solani f sp glycines infection
