TaxonID	3847
MappingPopulation	CX1834-1-2_x_5601T
Title	Confirmation of molecular markers and agronomic traits associated with seed phytate content in two soybean RIL populations
cqSeed phytate-001	Seed phytate content
cqSeed phytate-002	Seed phytate content
