TaxonID	3847
MappingPopulation	Essex_x_Forrest
Title	The genetic control of tolerance t aluminum toxicity in the Essex by Forrest recombinant inbred line population
Al tolerance 2-1	Aluminum Tolerance
Al tolerance 2-2	Aluminum Tolerance
Al tolerance 2-3	Aluminum Tolerance
