TaxonID	3847
MappingPopulation	PI468916_x_A81356022
Journal	Theoretical and Applied Genetics
Year	2001
Volume	103
Pages	561-566
Title	Loci underlying resistance to Race 3 of soybean cyst nematode in Glycine soja plant introduction 468916
SCN 22-1	Reaction to Heterodera glycines
SCN 22-2	Reaction to Heterodera glycines
SCN 22-3	Reaction to Heterodera glycines
