TaxonID	3847
MappingPopulation	Toyoharuka_x_Toyomusume
Title	Variation of GmIRCHS (Glycine max inverted-repeat CHS pseudogene) is related to tolerance of low temperature-induced seed coat discoloration in yellow soybean
Seed coat color 2-1	Seed coat color
Seed coat color 2-2	Seed coat color
