TaxonID	3847
MappingPopulation	A81356022_x_PI468916
Journal	Theor. Appl Genet.
Year	1990
Volume	79
Pages	465-469
Title	Genetic analysis of soybean hard seededness with molecular markers.
Seed coat hardness 1-1	Seed Coat Hardness
Seed coat hardness 1-2	Seed Coat Hardness
Seed coat hardness 1-3	Seed Coat Hardness
Seed coat hardness 1-4	Seed Coat Hardness
Seed coat hardness 1-5	Seed Coat Hardness
Seed coat hardness 1-6	Seed Coat Hardness
Seed coat hardness 1-7	Seed Coat Hardness
