TaxonID	3847
MappingPopulation	Himeshirazu_x_Fukuyutaka
Title	Quantitative trait loci mapping of pubescence density and flowering time of insect-resistant soybean
First flower 15-1	First flower
First flower 15-2	First flower
Pubescence density 1-1	Pubescence Density
Pubescence density 1-2	Pubescence Density
