TaxonID	3847
MappingPopulation	PI96354_x_Bossier
Journal	Theoretical and Applied Genetics
Year	2001
Volume	103
Pages	1167-1173
Title	SSR mapping and confirmation of the QTL from PI96354 conditioning soybean resistance to southern root-knot nematode
Southern root-knot nematode 3-1	Reaction to Meloidogyne incognita
Southern root-knot nematode 3-2	Reaction to Meloidogyne incognita
Southern root-knot nematode 4-1	Reaction to Meloidogyne incognita
