TaxonID	3847
MappingPopulation	Su88-M21(S)_x_Xinyixiaoheidou(X)
Title	Identification of quantitative trait loci for partial resistance to Phytophthora sojae in soybean
Phytoph 5-1	Reaction to Phytophthora sojae infection
Phytoph 5-2	Reaction to Phytophthora sojae infection
Phytoph 5-3	Reaction to Phytophthora sojae infection
