TaxonID	3847
MappingPopulation	X3145-B-B-3-15_x_ACBrant
Title	Relationship between asparagine metabolism and protein concentration in soybean seed
Seed protein 31-1	Seed protein content
Seed protein 31-2	Seed protein content
Seed protein 31-3	Seed protein content
Seed protein 31-4	Seed protein content
