TaxonID	3847
MappingPopulation	PI468916_x_A81-356022
Journal	Crop Science
Year	2006
Volume	46
Pages	834-839
Title	Fine Mapping of a Seed Protein QTL on Soybean Linkage Group I and Its Correlated Effects on Agronomic Traits
cqR8 Full maturity-001	R8 Full Maturity
cqSeed oil-004	Seed oil content
cqSeed protein-003	Seed protein content
cqSeed weight-003	Seed weight per plant
cqSeed yield-001	Seed yield
