TaxonID	3847
MappingPopulation	PI567541B_x_Skylla
Title	Molecular mapping of soybean aphid resistance gense in PI 567541B
Rag 3-1	Reaction to Aphis glycines
Rag 3-2	Reaction to Aphis glycines
