TaxonID	3847
MappingPopulation	Peking_x_Essex
Journal	Breeding Science
Year	1995
Volume	45
Pages	435-443
Title	DNA markers for resistance to Heterodera glycines I. race 3 in soybean cultivar Peking
SCN 9-1	Reaction to Heterodera glycines
SCN 9-2	Reaction to Heterodera glycines
SCN 9-3	Reaction to Heterodera glycines
SCN 9-4	Reaction to Heterodera glycines
SCN 9-5	Reaction to Heterodera glycines
SCN 9-6	Reaction to Heterodera glycines
