TaxonID	3847
MappingPopulation	Kaori_x_ChiangMai60
Title	A SNP in GmBADH2 gene associates with fragrance in vegetable soybean variety Kaori and SNAP marker development for the fragrance
Seed fragrance 1-1	Seed 2AP content
