TaxonID	3847
MappingPopulation	Kenjian4_x_Fengshou24
Journal	International Conference on Biomedical Engineering and Biotechnology
Title	Mapping QTLs for Phosphorus-deficiency Tolerance in Soybean at Seedling Stage
Root length, primary 5-1	Primary Root Length
