TaxonID	3847
MappingPopulation	Essex_x_Forrest
Journal	Theoretical and Applied Genetics
Year	1999
Volume	99
Pages	1131-1142
Title	Clustering among loci underlying soybean resistance to Fusarium solani, SDS and SCN in near-isogeniclines
SCN 14-1	Reaction to Heterodera glycines
SCN 14-2	Reaction to Heterodera glycines
SDS 6-1	Reaction to Fusarium solani f sp glycines infection
SDS 6-2	Reaction to Fusarium solani f sp glycines infection
