TaxonID	3847
MappingPopulation	Uzuramame_x_L67-3469
Title	QTL analysis of net-like cracking in soybean seed coats
First flower 23-1	First flower
Seed coat cracking 2-1	Seed coat cracking
Seed coat cracking 2-2	Seed coat cracking
