TaxonID	3847
MappingPopulation	PI27890_x_PI290136
Journal	Theor. Appl. Genet.
Year	1994
Volume	88
Pages	486-489
Title	Epistatic expression of quantitative trait loci (QTL) in soybean [Glycine max (L.) Merr.] determined by QTL association with RFLP alleles.
Pod maturity 7-1	R8 Full Maturity
Pod maturity 7-2	R8 Full Maturity
Seed oil to protein ratio 1-1	Seed oil/protein ratio
Seed oil to protein ratio 1-2	Seed oil/protein ratio
