TaxonID	3847
MappingPopulation	Young_x_PI229358
Journal	Crop Science
Year	2000
Volume	40
Pages	538-545
Title	Aluminum tolerance associated with quantitative trait loci derived from soybean PI 416937 in hydroponics
Al tolerance 1-1	Aluminum Tolerance
Al tolerance 1-2	Aluminum Tolerance
Al tolerance 1-3	Aluminum Tolerance
Al tolerance 1-4	Aluminum Tolerance
Al tolerance 1-5	Aluminum Tolerance
Al tolerance 1-6	Aluminum Tolerance
