TaxonID	3847
MappingPopulation	PI437654_x_BSR101
Journal	Theor. Appl. Genet.
Year	1995
Volume	91
Pages	574-581
Title	Genetic mapping of soybean cyst nematode race-3 resistance loci in the soybean PI 437.654
SCN 3-1	Reaction to Heterodera glycines
SCN 3-2	Reaction to Heterodera glycines
SCN 3-3	Reaction to Heterodera glycines
