TaxonID	3847
MappingPopulation	Bossier_x_Embrapa20
Title	Mapping of QTLs associated with biological nitrogen fixation traits in soybean
Nodule number 1-1	Root nodule number
Nodule number 1-2	Root nodule number
Nodule number 1-3	Root nodule number
Root nodule weight, dry 1-1	Root nodule weight, dry
Shoot weight, dry 2-1	shoot weight, dry
Shoot weight, dry 2-2	shoot weight, dry
