TaxonID	3847
MappingPopulation	_x_
Journal	Crop Science
Year	1999
Volume	39
Pages	982-987
Title	Selecting soybean cultivars for dual resistance to soybean cyst nematode and sudden death syndrome using two DNA markers.
cqSCN-002	Reaction to Heterodera glycines
SCN 13-1	Reaction to Heterodera glycines
SCN 13-2	Reaction to Heterodera glycines
SDS 5-1	Reaction to Fusarium solani f sp glycines infection
SDS 5-2	Reaction to Fusarium solani f sp glycines infection
