QTLID	QTLName	LocusName
4115	Seed Lys 3-2	GSM0012
4115	Seed Lys 3-2	Satt354
4118	Seed Thr 3-3	Satt256
4118	Seed Thr 3-3	BARC-039151-07458
4123	Seed Met 4-4	GSM0012
4123	Seed Met 4-4	BARC-020713-04700
4114	Seed Lys 3-1	BARC-055265-13154
4114	Seed Lys 3-1	Satt089
4111	Seed protein 39-2	Sat_273
4111	Seed protein 39-2	BARC-027786-06670
4124	Seed Cys 4-1	Satt592
4124	Seed Cys 4-1	BARC-043247-08565
4120	Seed Met 4-1	BARC-055889-13824
4120	Seed Met 4-1	BARC-048217-10509
4126	Seed Met plus Cys 2-2	GSM0012
4126	Seed Met plus Cys 2-2	BARC-020713-04700
4110	Seed protein 39-1	BARC-018353-03589
4110	Seed protein 39-1	BARC-056587-14511
4122	Seed Met 4-3	Satt592
4122	Seed Met 4-3	BARC-043247-08565
4125	Seed Met plus Cys 2-1	Satt592
4125	Seed Met plus Cys 2-1	BARC-043247-08565
4113	Seed protein 39-4	GSM0012
4113	Seed protein 39-4	Satt354
4117	Seed Thr 3-2	BARC-031967-07233
4117	Seed Thr 3-2	BARC-042449-08268
4121	Seed Met 4-2	BARC-031967-07233
4121	Seed Met 4-2	BARC-042449-08268
4141	Seed Met 3-7	Satt587
4141	Seed Met 3-7	BARCSOYSSR_20_0819
4132	Seed Cys 3-6	Satt452
4132	Seed Cys 3-6	Satt045
4129	Seed Cys 3-3	BARCSOYSSR_04_0343
4129	Seed Cys 3-3	BARC-040777-07848
4137	Seed Met 3-3	BARCSOYSSR_04_0343
4137	Seed Met 3-3	BARC-040777-07848
4134	Seed Cys 3-8	Sat_084
4134	Seed Cys 3-8	Satt584
4131	Seed Cys 3-5	BARCSOYSSR_17_0844
4131	Seed Cys 3-5	Sat_300
4128	Seed Cys 3-2	Sat_140
4128	Seed Cys 3-2	BARCSOYSSR_04_0366
4136	Seed Met 3-2	Sat_140
4136	Seed Met 3-2	BARCSOYSSR_04_0366
4130	Seed Cys 3-4	Satt580
4130	Seed Cys 3-4	BARC-054393-12560
4142	Seed Met 3-8	Sat_084
4142	Seed Met 3-8	Satt584
4135	Seed Met 3-1	BARC-053261-11776
4135	Seed Met 3-1	BARC-017935-02459
4138	Seed Met 3-4	Satt580
4138	Seed Met 3-4	BARC-054393-12560
4133	Seed Cys 3-7	Satt587
4133	Seed Cys 3-7	BARCSOYSSR_20_0819
4139	Seed Met 3-5	BARCSOYSSR_17_0844
4139	Seed Met 3-5	Sat_300
4140	Seed Met 3-6	Satt452
4140	Seed Met 3-6	Satt045
4127	Seed Cys 3-1	BARC-053261-11776
4127	Seed Cys 3-1	BARC-017935-02459
4151	Total growth duration 1-2	Satt476
4151	Total growth duration 1-2	Satt294
4144	Reproductive to vegetative period ratio 1-2	Satt548
4144	Reproductive to vegetative period ratio 1-2	Satt482
4155	Reproductive period 1-1	Sat_402
4155	Reproductive period 1-1	Satt277
4146	Vegetative period 1-1	Sat_142
4146	Vegetative period 1-1	Satt557
4143	Reproductive to vegetative period ratio 1-1	Satt557
4143	Reproductive to vegetative period ratio 1-1	Satt365
4149	Vegetative period 1-4	Satt544
4149	Vegetative period 1-4	Sat_349
4150	Total growth duration 1-1	Satt557
4150	Total growth duration 1-1	Satt365
4147	Vegetative period 1-2	Sat_258
4147	Vegetative period 1-2	Satt655
4145	Reproductive to vegetative period ratio 1-3	Sat_175
4145	Reproductive to vegetative period ratio 1-3	Satt434
4162	R/V photo-thermal sensitivity 1-1	Satt365
4162	R/V photo-thermal sensitivity 1-1	Satt286
4157	Reproductive period 1-3	Satt594
4157	Reproductive period 1-3	Sat_164
4159	Reproductive period 1-5	Satt377
4159	Reproductive period 1-5	Sat_129
4156	Reproductive period 1-2	Sat_123
4156	Reproductive period 1-2	Satt665
4160	Reproductive period 1-6	Satt534
4160	Reproductive period 1-6	Satt556
4158	Reproductive period 1-4	Satt557
4158	Reproductive period 1-4	Satt365
4154	Total growth duration 1-5	Satt331
4154	Total growth duration 1-5	Satt478
4163	Reproductive period photo-thermal sensitivity 1-1	Satt275
4163	Reproductive period photo-thermal sensitivity 1-1	Sat_210
4153	Total growth duration 1-4	Sat_142
4153	Total growth duration 1-4	Satt557
4152	Total growth duration 1-3	Sct_010
4152	Total growth duration 1-3	Satt527
4148	Vegetative period 1-3	Satt557
4148	Vegetative period 1-3	Satt365
4161	Reproductive period 1-7	Satt488
4161	Reproductive period 1-7	Satt543
4165	Seed yield 31-2	BARCSOYSSR_17_0118
4165	Seed yield 31-2	BARC-021477-04128
4187	Seed oil 39-12	Satt431
4187	Seed oil 39-12	Sat_350
4175	Seed yield 31-12	BARCSOYSSR_10_1395
4175	Seed yield 31-12	BARC-050013-09288
4188	Seed oil 39-13	BARC-014813-01678
4188	Seed oil 39-13	BARCSOYSSR_09_1171
4197	Seed protein 37-6	BARCSOYSSR_17_0646
4197	Seed protein 37-6	BARCSOYSSR_17_0621
4186	Seed oil 39-11	BARC-021887-04232
4186	Seed oil 39-11	BARC-057049-14550
4200	Seed protein 37-9	BARC-021887-04232
4200	Seed protein 37-9	BARC-057049-14550
4194	Seed protein 37-3	BARC-044521-08714
4194	Seed protein 37-3	BARC-064861-18829
4196	Seed protein 37-5	BARCSOYSSR_17_0900
4196	Seed protein 37-5	Sat_300
4190	Seed oil 39-15	Satt125
4190	Seed oil 39-15	Satt584
4167	Seed yield 31-4	BARCSOYSSR_15_1453
4167	Seed yield 31-4	Satt685
4170	Seed yield 31-7	BARCSOYSSR_20_0049
4170	Seed yield 31-7	BARCSOYSSR_20_0079
4179	Seed oil 39-4	BARCSOYSSR_04_0343
4179	Seed oil 39-4	BARC-040777-07848
4178	Seed oil 39-3	Sat_140
4178	Seed oil 39-3	BARCSOYSSR_04_0366
4166	Seed yield 31-3	BARCSOYSSR_17_0844
4166	Seed yield 31-3	BARC-056215-14153
4198	Seed protein 37-7	BARCSOYSSR_20_0049
4198	Seed protein 37-7	Satt562
4176	Seed oil 39-1	Sat_374
4176	Seed oil 39-1	BARC-029787-06340
4174	Seed yield 31-11	Satt540
4174	Seed yield 31-11	BARC-023593-05477
4164	Seed yield 31-1	BARC-059265-15700
4164	Seed yield 31-1	BARCSOYSSR_14_1375
4191	Seed oil 39-16	BARCSOYSSR_10_1394
4191	Seed oil 39-16	BARC-050013-09288
4201	Seed protein 37-10	BARCSOYSSR_09_1123
4201	Seed protein 37-10	BARCSOYSSR_09_1171
4168	Seed yield 31-5	BARCSOYSSR_13_0119
4168	Seed yield 31-5	BARCSOYSSR_13_0105
4169	Seed yield 31-6	Satt235
4169	Seed yield 31-6	BARCSOYSSR_18_0306
4193	Seed protein 37-2	Satt338
4193	Seed protein 37-2	BARCSOYSSR_04_1400
4172	Seed yield 31-9	Sat_370
4172	Seed yield 31-9	Satt547
4181	Seed oil 39-6	Satt274
4181	Seed oil 39-6	Staga002
4199	Seed protein 37-8	Satt587
4199	Seed protein 37-8	Satt354
4180	Seed oil 39-5	Satt580
4180	Seed oil 39-5	BARC-054393-12560
4182	Seed oil 39-7	Sat_222
4182	Seed oil 39-7	BARCSOYSSR_17_0690
4195	Seed protein 37-4	Satt274
4195	Seed protein 37-4	Sat_289
4192	Seed protein 37-1	Satt251
4192	Seed protein 37-1	BARC-032333-08951
4202	Seed protein 37-11	Sat_084
4202	Seed protein 37-11	Satt584
4184	Seed oil 39-9	Satt472
4184	Seed oil 39-9	BARCSOYSSR_18_1699
4183	Seed oil 39-8	Satt452
4183	Seed oil 39-8	Satt045
4171	Seed yield 31-8	BARC-041129-07912
4171	Seed yield 31-8	BARCSOYSSR_20_0782
4177	Seed oil 39-2	BARC-016539-02087
4177	Seed oil 39-2	BARCSOYSSR_11_0545
4185	Seed oil 39-10	Satt562
4185	Seed oil 39-10	Satt614
4189	Seed oil 39-14	Satt009
4189	Seed oil 39-14	Satt641
4173	Seed yield 31-10	Satt273
4173	Seed yield 31-10	BARCSOYSSR_09_1171
4214	SDS 16-3	Sct_067
4214	SDS 16-3	AW132402
4207	SDS 15-5	Satt650
4207	SDS 15-5	Sct_189
4206	SDS 15-4	Sat_139
4206	SDS 15-4	Sat_069
4215	SDS 16-4	Satt562
4215	SDS 16-4	Satt127
4211	SDS 15-9	Satt270
4211	SDS 15-9	Satt650
4212	SDS 16-1	Satt167
4212	SDS 16-1	Satt617
4203	SDS 15-1	Satt334
4203	SDS 15-1	Sat_317
4208	SDS 15-6	Sat_268
4208	SDS 15-6	Sat_104
4205	SDS 15-3	Sat_162
4205	SDS 15-3	GMENOD2B
4213	SDS 16-2	Satt336
4213	SDS 16-2	Sat_121
4209	SDS 15-7	Sat_339
4209	SDS 15-7	Satt280
4204	SDS 15-2	Sct_067
4204	SDS 15-2	Sat_162
4217	SDS 16-6	Satt376
4217	SDS 16-6	Satt307
4216	SDS 16-5	Satt307
4216	SDS 16-5	Satt202
4210	SDS 15-8	Sat_171
4210	SDS 15-8	Sat_267
4218	SDS 16-7	Sat_221
4218	SDS 16-7	Satt466
4219	SDS 16-8	Sct_033
4219	SDS 16-8	Satt334
4265	SCN 44-3	BARC-048277-10538
4265	SCN 44-3	BARC-014395-01348
4265	SCN 44-3	BARC-047665-10370
4277	SCN 44-15	BARC-053313-11792
4277	SCN 44-15	BARC-060031-16308
4277	SCN 44-15	BARC-057129-14594
4271	SCN 44-9	BARC-042131-08181
4271	SCN 44-9	BARC-019229-03401
4271	SCN 44-9	BARC-030433-06867
4262	SCN 43-8	BARC-044361-08677
4262	SCN 43-8	BARC-059937-16229
4262	SCN 43-8	BARC-060361-16629
4259	SCN 43-5	BARC-029369-06162
4259	SCN 43-5	BARC-042201-08212
4259	SCN 43-5	BARC-012289-01799
4272	SCN 44-10	BARC-058675-17461
4272	SCN 44-10	BARC-054023-12243
4272	SCN 44-10	BARC-038377-10061
4266	SCN 44-4	BARC-061333-17169
4266	SCN 44-4	BARC-017957-02482
4266	SCN 44-4	BARC-016199-02307
4270	SCN 44-8	BARC-041155-07919
4270	SCN 44-8	BARC-048955-10759
4270	SCN 44-8	BARC-060361-16629
4273	SCN 44-11	BARC-012295-01800
4273	SCN 44-11	BARC-048801-10723
4273	SCN 44-11	BARC-012289-01799
4279	SCN 44-17	BARC-044361-08677
4279	SCN 44-17	BARC-042685-08348
4279	SCN 44-17	BARC-045029-08866
4276	SCN 44-14	BARC-057969-15031
4276	SCN 44-14	BARC-040185-07678
4276	SCN 44-14	BARC-058493-15308
4264	SCN 44-2	BARC-045029-08866
4264	SCN 44-2	BARC-060361-16629
4264	SCN 44-2	BARC-042685-08348
4260	SCN 43-6	BARC-044361-08677
4260	SCN 43-6	BARC-059937-16229
4260	SCN 43-6	BARC-060361-16629
4274	SCN 44-12	BARC-041155-07919
4274	SCN 44-12	BARC-048955-10759
4274	SCN 44-12	BARC-060361-16629
4269	SCN 44-7	BARC-012295-01800
4269	SCN 44-7	BARC-048271-10520
4269	SCN 44-7	BARC-048801-10723
4275	SCN 44-13	BARC-042131-08181
4275	SCN 44-13	BARC-019229-03401
4275	SCN 44-13	BARC-030433-06867
4257	SCN 43-3	BARC-029369-06162
4257	SCN 43-3	BARC-042201-08212
4257	SCN 43-3	BARC-012289-01799
4255	SCN 43-1	BARC-029369-06162
4255	SCN 43-1	BARC-042201-08212
4255	SCN 43-1	BARC-012289-01799
4267	SCN 44-5	BARC-044691-08761
4267	SCN 44-5	BARC-064861-18829
4267	SCN 44-5	BARC-025825-05102
4261	SCN 43-7	BARC-029369-06162
4261	SCN 43-7	BARC-042201-08212
4261	SCN 43-7	BARC-012289-01799
4268	SCN 44-6	BARC-028607-05972
4268	SCN 44-6	BARC-058675-17461
4268	SCN 44-6	BARC-058671-17458
4258	SCN 43-4	BARC-050619-09775
4258	SCN 43-4	BARC-021573-04148
4258	SCN 43-4	BARC-019415-03923
4263	SCN 44-1	BARC-042131-08181
4263	SCN 44-1	BARC-019229-03401
4263	SCN 44-1	BARC-030433-06867
4278	SCN 44-16	BARC-012295-01800
4278	SCN 44-16	BARC-048801-10723
4278	SCN 44-16	BARC-012289-01799
4256	SCN 43-2	BARC-019475-03618
4256	SCN 43-2	BARC-053497-11882
4256	SCN 43-2	BARC-053261-11776
4301	mqCanopy wilt-023	D1BMK29
4294	mqCanopy wilt-016	BARC-013995-01298
4294	mqCanopy wilt-016	Sat_279
4304	mqCanopy wilt-026	BARC-035383-07190
4289	mqCanopy wilt-011	Satt154
4281	mqCanopy wilt-002	Sat_096
4300	mqCanopy wilt-022	D1BMK26
4283	mqCanopy wilt-005	Satt041
4292	mqCanopy wilt-014	AI856415
4292	mqCanopy wilt-014	Satt296
4293	mqCanopy wilt-015	Satt672
4293	mqCanopy wilt-015	BARC-029859-06448
4303	mqCanopy wilt-025	BARC-026069- 05243
4290	mqCanopy wilt-012	Satt386
4286	mqCanopy wilt-008	Satt276
4296	mqCanopy wilt-018	BARC-055839-13759
4296	mqCanopy wilt-018	Satt041
4298	mqCanopy wilt-020	BARC-028289-05814
4298	mqCanopy wilt-020	BARC-016279-02316
4299	mqCanopy wilt-021	BARC-064695-18779
4297	mqCanopy wilt-019	BARC-044147-08639
4291	mqCanopy wilt-013	Satt229
4285	mqCanopy wilt-007	Satt684
4284	mqCanopy wilt-006	BARC-024449- 04894
4302	mqCanopy wilt-024	B1MK11
4295	mqCanopy wilt-017	BARC-032525-08992
4280	mqCanopy wilt-001	BARC-032525-08992
4287	mqCanopy wilt-009	BARC-041167- 07925
4282	mqCanopy wilt-003	Satt296
4305	mqCanopy wilt-027	BARC-048855-10738
4288	mqCanopy wilt-010	BARC-032817-09052
4314	Seed height to width ratio 1-2	Sat_165
4314	Seed height to width ratio 1-2	sct_001
4307	Seed length 5-2	Satt611
4307	Seed length 5-2	sat_135
4311	Seed weight 51-1	Sat_351
4310	Seed length to height ratio 1-1	Satt514
4310	Seed length to height ratio 1-1	satt311
4313	Seed height to width ratio 1-1	Satt132
4313	Seed height to width ratio 1-1	satt686
4308	Seed length 5-3	Satt590
4308	Seed length 5-3	satt245
4312	Seed length to width ratio 2-1	BE801128
4312	Seed length to width ratio 2-1	satt345
4306	Seed length 5-1	BE820148
4306	Seed length 5-1	sat_162
4315	Seed height to width ratio 1-3	BE801128
4315	Seed height to width ratio 1-3	satt345
4309	Seed height 2-1	Sat_351
4319	Seed yield 32-4	Satt414
4316	Seed yield 32-1	Satt300
4317	Seed yield 32-2	Satt445
4318	Seed yield 32-3	Satt474
1800	Pod maturity 22-1	Satt187
1801	Pod maturity 22-2	Sat_123
1802	Pod maturity 22-3	Satt307
1803	Pod maturity 22-4	Satt157
1804	Pod maturity 22-5	Satt569
1805	Pod maturity 22-6	Satt309
1806	Pod maturity 22-7	Satt358
1807	Pod maturity 22-8	Satt569
1808	Pod maturity 22-9	Satt356
1809	Pod maturity 22-10	ZZ
4320	Pod maturity 37-1	Satt591
4321	Pod maturity 37-2	Satt263
4322	Pod maturity 37-3	Satt293
4323	Pod maturity 37-4	Satt292
4324	Nodule number 2-1	BARC-048543-10663
4333	Nodule number 2-10	BARC-029301-06148
4325	Nodule number 2-2	BARC-051035-10955
4326	Nodule number 2-3	BARC-032411-08968
4327	Nodule number 2-4	BARC-047715-10388
4328	Nodule number 2-5	BARC-058481-15299
4329	Nodule number 2-6	BARC-062771-18047
4330	Nodule number 2-7	BARC-063283-18296
4331	Nodule number 2-8	BARC-062899-18147
4332	Nodule number 2-9	BARC-047715-10388
4343	Nodule size 1-1	Satt713
4344	Nodule size 1-2	Sat_267
4345	Nodule size 1-3	Sat_267
4346	Nodule size 1-4	BARC-011057-00831
4347	Nodule size 1-5	Satt384
4348	Nodule size 1-6	BARC-028567-05954
4349	Nodule size 1-7	BARC-060587-16731
4350	Nodule size 1-8	BARC-018713-03241
4334	Root nodule weight, dry 2-1	BARC-013969-01290
4335	Root nodule weight, dry 2-2	Satt309
4336	Root nodule weight, dry 2-3	Satt220
4337	Root nodule weight, dry 2-4	BARC-900461-00929
4338	Root nodule weight, dry 2-5	BARC-059657-15973
4339	Root nodule weight, dry 2-6	BARC-060587-16731
4340	Root nodule weight, dry 2-7	BARC-064293-18611
4341	Root nodule weight, dry 2-8	BARC-050849-09931
4342	Root nodule weight, dry 2-9	BARC-054331-12480
4364	Flower color 1-1	Satt122
4351	Internode length 2-1	Satt326
4360	Internode length 2-10	Satt463
4361	Internode length 2-11	Satt553
4362	Internode length 2-12	Satt145
4352	Internode length 2-2	Satt286
4352	Internode length 2-2	Satt277
4353	Internode length 2-3	Satt239
4353	Internode length 2-3	Satt354
4354	Internode length 2-4	Satt286
4355	Internode length 2-5	Satt239
4355	Internode length 2-5	Satt277
4356	Internode length 2-6	Satt334
4356	Internode length 2-6	Sat_113
4357	Internode length 2-7	Satt162
4357	Internode length 2-7	Sat_104
4358	Internode length 2-8	Satt275
4359	Internode length 2-9	Satt141
4359	Internode length 2-9	Satt594
4363	Plant height 39-1	Satt554
4365	Leaflet area 9-1	BARC-050677-09819
4374	Leaflet area 9-10	BARC-044361-08677
4366	Leaflet area 9-2	BARC-052043-11321
4367	Leaflet area 9-3	BARC-040475-07751
4368	Leaflet area 9-4	BARC-057955-15024
4369	Leaflet area 9-5	BARC-022175-04293
4370	Leaflet area 9-6	BARC-014611-01591
4371	Leaflet area 9-7	BARC-050069-09363
4372	Leaflet area 9-8	BARC-030145-06814
4373	Leaflet area 9-9	BARC-026069-05243
4375	Leaflet shape 10-1	BARC-037223-06748
4376	Leaflet shape 10-2	BARC-050677-09819
4377	Leaflet shape 10-3	BARC-042161-08193
4378	Leaflet shape 10-4	BARC-014611-01591
4379	Leaflet shape 10-5	BARC-031917-07226
4380	Leaflet shape 10-6	BARC-051885-11289
4381	Leaflet shape 10-7	BARC-055315-13197
4382	Leaflet weight, specific 2-1	BARC-014361-01331
4383	Leaflet weight, specific 2-2	BARC-062429-17772
4384	Leaflet weight, specific 2-3	BARC-055345-13222
4385	Leaflet weight, specific 2-4	BARC-055945-13878
4386	Leaflet weight, specific 2-5	BARC-059863-16170
4387	Leaflet weight, specific 2-6	BARC-024569-04982
4388	Leaflet weight, specific 2-7	BARC-028907-06042
4389	Leaflet weight, specific 2-8	BARC-025777-05064
4390	Leaflet weight, specific 2-9	BARC-050455-09643
4391	Seed weight 50-1	Satt372
4400	Seed weight 50-10	Satt653
4400	Seed weight 50-10	Satt345
4401	Seed weight 50-11	Satt372
4402	Seed weight 50-12	Sat_183
4402	Seed weight 50-12	Satg001
4403	Seed weight 50-13	Sat_105
4404	Seed weight 50-14	Sat_039
4404	Seed weight 50-14	Satt663
4405	Seed weight 50-15	Sat_206
4405	Seed weight 50-15	Satt302
4406	Seed weight 50-16	Satt623
4406	Seed weight 50-16	Sct_189
4407	Seed weight 50-17	Sat_368
4407	Seed weight 50-17	Sat_344
4392	Seed weight 50-2	Sat_235
4392	Seed weight 50-2	AI794821
4393	Seed weight 50-3	Satt372
4394	Seed weight 50-4	Sat_315
4394	Seed weight 50-4	Satt394
4395	Seed weight 50-5	Satt559
4395	Seed weight 50-5	Satt499
4396	Seed weight 50-6	Satt263
4396	Seed weight 50-6	Sat_380
4397	Seed weight 50-7	Satt663
4397	Seed weight 50-7	Satt114
4398	Seed weight 50-8	Satt263
4398	Seed weight 50-8	Sat_380
4399	Seed weight 50-9	Satt646
4408	Foxglove aphid, primary damage, choice 1-1	BARC-044643-08744
4408	Foxglove aphid, primary damage, choice 1-1	BARC-062759-18042
4409	Foxglove aphid, primary damage, choice 1-2	BARC-031337-07051
4409	Foxglove aphid, primary damage, choice 1-2	BARC-064115-18558
4410	Foxglove aphid, primary damage, choice 1-3	BARC-039383-07310
4410	Foxglove aphid, primary damage, choice 1-3	BARC-042815-08424
4411	Foxglove aphid, primary damage, choice 1-4	BARC-042815-08424
4411	Foxglove aphid, primary damage, choice 1-4	BARC-015945-02020
4412	Foxglove aphid, primary damage, choice 1-5	BARC-048095-10484
4412	Foxglove aphid, primary damage, choice 1-5	BARC-037195-06738
4413	Foxglove aphid, primary damage, choice 1-6	BARC-016867-02359
4413	Foxglove aphid, primary damage, choice 1-6	BARC-040429-07735
4414	Foxglove aphid, primary damage, choice 1-7	BARC-030493-06880
4414	Foxglove aphid, primary damage, choice 1-7	BARC-049989-09280
4418	Foxglove aphid, primary damage, no choice 1-1	BARC-039383-07310
4418	Foxglove aphid, primary damage, no choice 1-1	BARC-042815-08424
4419	Foxglove aphid, primary damage, no choice 1-2	BARC-039383-07310
4419	Foxglove aphid, primary damage, no choice 1-2	BARC-042815-08424
4420	Foxglove aphid, primary damage, no choice 1-3	BARC-049989-09280
4420	Foxglove aphid, primary damage, no choice 1-3	BARC-052957-11678
4415	Foxglove aphid, total damage, choice 1-1	BARC-039383-07310
4415	Foxglove aphid, total damage, choice 1-1	BARC-042815-08424
4416	Foxglove aphid, total damage, choice 1-2	BARC-042815-08424
4416	Foxglove aphid, total damage, choice 1-2	BARC-015945-02020
4417	Foxglove aphid, total damage, choice 1-3	BARC-030493-06880
4417	Foxglove aphid, total damage, choice 1-3	BARC-049989-09280
4421	Foxglove aphid, total damage, no choice 1-1	BARC-039383-07310
4421	Foxglove aphid, total damage, no choice 1-1	BARC-042815-08424
4422	Foxglove aphid, total damage, no choice 1-2	BARC-042815-08424
4422	Foxglove aphid, total damage, no choice 1-2	BARC-015945-02020
4423	Seed oil 44-1	Sat_044
4423	Seed oil 44-1	Satt499
4424	Seed oil 44-2	Satt353
4424	Seed oil 44-2	Satt629
4465	Seed oil 43-1	Satt424
4465	Seed oil 43-1	Satt207
4474	Seed oil 43-10	Satt157
4474	Seed oil 43-10	Satt296
4475	Seed oil 43-11	Satt600
4475	Seed oil 43-11	Satt579
4476	Seed oil 43-12	Satt154
4476	Seed oil 43-12	Satt669
4477	Seed oil 43-13	Satt186
4477	Seed oil 43-13	Satt662
4478	Seed oil 43-14	Satt311
4478	Seed oil 43-14	Satt226
4479	Seed oil 43-15	Satt699
4479	Seed oil 43-15	Satt706
4480	Seed oil 43-16	Satt340
4481	Seed oil 43-17	Sat_324
4481	Seed oil 43-17	Satt367
4482	Seed oil 43-18	Sat_299
4482	Seed oil 43-18	Sat_268
4483	Seed oil 43-19	Satt414
4483	Seed oil 43-19	Satt621
4466	Seed oil 43-2	Sat_189
4466	Seed oil 43-2	Satt063
4484	Seed oil 43-20	Sct_065
4484	Seed oil 43-20	Satt596
4485	Seed oil 43-21	Sat_087
4485	Seed oil 43-21	Satt212
4486	Seed oil 43-22	Sat_293
4486	Seed oil 43-22	Satt102
4487	Seed oil 43-23	Sat_134
4487	Seed oil 43-23	Satt278
4488	Seed oil 43-24	Sat_301
4488	Seed oil 43-24	Satt523
4489	Seed oil 43-25	Satt418
4489	Seed oil 43-25	Sat_320
4490	Seed oil 43-26	Satt481
4490	Seed oil 43-26	Sat_286
4491	Seed oil 43-27	Satt652
4491	Seed oil 43-27	Satt495
4492	Seed oil 43-28	Satt527
4492	Seed oil 43-28	Sat_286
4493	Seed oil 43-29	Satt536
4493	Seed oil 43-29	Satt201
4467	Seed oil 43-3	Satt202
4467	Seed oil 43-3	Satt070
4494	Seed oil 43-30	Sat_275
4494	Seed oil 43-30	Satt022
4495	Seed oil 43-31	Satt152
4495	Seed oil 43-31	Satt159
4496	Seed oil 43-32	Satt530
4496	Seed oil 43-32	Satt683
4497	Seed oil 43-33	Sat_282
4497	Seed oil 43-33	Satt345
4498	Seed oil 43-34	Satt241
4498	Seed oil 43-34	Satt173
4499	Seed oil 43-35	Satt259
4499	Seed oil 43-35	Satt420
4468	Seed oil 43-4	Satt272
4468	Seed oil 43-4	Satt020
4469	Seed oil 43-5	Satt534
4469	Seed oil 43-5	Sat_424
4470	Seed oil 43-6	Satt556
4470	Seed oil 43-6	Satt202
4471	Seed oil 43-7	Satt371
4471	Seed oil 43-7	Satt357
4472	Seed oil 43-8	Sat_414
4472	Seed oil 43-8	Satt129
4473	Seed oil 43-9	Sat_069
4473	Seed oil 43-9	Satt274
4425	Seed protein 36-1	Satt236
4425	Seed protein 36-1	Satt449
4434	Seed protein 36-10	Satt468
4434	Seed protein 36-10	Sat_414
4435	Seed protein 36-11	Sat_069
4435	Seed protein 36-11	Satt274
4436	Seed protein 36-12	Satt157
4436	Seed protein 36-12	Satt296
4437	Seed protein 36-13	Satt157
4437	Seed protein 36-13	Satt296
4438	Seed protein 36-14	Satt226
4438	Seed protein 36-14	Satt301
4439	Seed protein 36-15	Satt311
4439	Seed protein 36-15	Satt226
4440	Seed protein 36-16	Satt543
4440	Seed protein 36-16	Satt615
4441	Seed protein 36-17	Satt669
4441	Seed protein 36-17	Sat_365
4442	Seed protein 36-18	Sat_074
4442	Seed protein 36-18	Sct_033
4443	Seed protein 36-19	Sat_262
4443	Seed protein 36-19	Satt343
4426	Seed protein 36-2	Satt197
4444	Seed protein 36-20	Sat_417
4444	Seed protein 36-20	Satt193
4445	Seed protein 36-21	Satt149
4445	Seed protein 36-21	Sat_074
4446	Seed protein 36-22	Satt343
4446	Seed protein 36-22	Sat_262
4447	Seed protein 36-23	Satt343
4447	Seed protein 36-23	Sct_033
4448	Seed protein 36-24	Sct_033
4448	Seed protein 36-24	Satt334
4449	Seed protein 36-25	Satt309
4449	Seed protein 36-25	Sat_372
4450	Seed protein 36-26	Sat_324
4450	Seed protein 36-26	Satt367
4451	Seed protein 36-27	Sat_087
4451	Seed protein 36-27	Satt242
4452	Seed protein 36-28	Sat_293
4452	Seed protein 36-28	Satt102
4453	Seed protein 36-29	Satt242
4453	Seed protein 36-29	Sat_293
4427	Seed protein 36-3	Satt070
4427	Seed protein 36-3	Sat_189
4454	Seed protein 36-30	Satt264
4454	Seed protein 36-30	Satt273
4455	Seed protein 36-31	Satt481
4455	Seed protein 36-31	Sat_286
4456	Seed protein 36-32	Satt481
4456	Seed protein 36-32	Sat_286
4457	Seed protein 36-33	Satt201
4457	Seed protein 36-33	Satt150
4458	Seed protein 36-34	Sat_275
4458	Seed protein 36-34	Satt022
4459	Seed protein 36-35	Satt022
4459	Seed protein 36-35	Sat_295
4460	Seed protein 36-36	Satt530
4460	Seed protein 36-36	Satt683
4461	Seed protein 36-37	Satt549
4461	Seed protein 36-37	Sat_091
4462	Seed protein 36-38	Sat_341
4462	Seed protein 36-38	Satt241
4463	Seed protein 36-39	Satt241
4463	Seed protein 36-39	Satt173
4428	Seed protein 36-4	Satt202
4428	Seed protein 36-4	Satt070
4464	Seed protein 36-40	Satt259
4464	Seed protein 36-40	Sat_282
4429	Seed protein 36-5	Sat_337
4429	Seed protein 36-5	Satt565
4430	Seed protein 36-6	Satt565
4430	Seed protein 36-6	Sat_404
4431	Seed protein 36-7	Satt286
4431	Seed protein 36-7	Satt202
4432	Seed protein 36-8	Satt202
4432	Seed protein 36-8	Satt316
4433	Seed protein 36-9	Sat_414
4433	Seed protein 36-9	Satt129
4513	cqSeed oil-005	BARC-055637-13558
4513	cqSeed oil-005	BARC-057823-14942
4514	cqSeed oil-006	BARC-059985-16274
4514	cqSeed oil-006	BARC-044639-08743
4515	cqSeed oil-007	BARC-039687-07541
4515	cqSeed oil-007	BARC-042349-08247
4516	cqSeed oil-008	BARC-041257-07953
4516	cqSeed oil-008	BARC-060051-16321
4517	cqSeed oil-009	BARC-059985-16274
4517	cqSeed oil-009	BARC-044639-08743
4518	cqSeed oil-010	BARC-039687-07541
4518	cqSeed oil-010	BARC-042349-08247
4519	cqSeed oil-011	BARC-044747-08795
4519	cqSeed oil-011	BARC-054149-12354
4520	cqSeed oil-012	BARC-041257-07953
4520	cqSeed oil-012	BARC-060051-16321
4521	cqSeed oil-013	BARC-018901-03270
4521	cqSeed oil-013	BARC-038977-07417
4522	cqSeed oil-014	BARC-028373-05856
4522	cqSeed oil-014	Sat_198
