#Genetic Marker	Linkage Group	Position
A063_2	GmComposite1999_C2	120.70
B160_1	GmComposite1999_C2	121.60
A635_1	GmComposite1999_C2	122.40
L148_1	GmComposite1999_C2	122.40
R092_3	GmComposite1999_C2	128.20
ACGAAT195	GmComposite1999_C2	132.40
BLT032_1	GmComposite1999_C2	132.70
A757_2	GmComposite1999_C2	133.30
Sle28_1	GmComposite1999_C2	137.50
AAGAGT182	GmComposite1999_C2	138.80
AAAAGT125	GmComposite1999_C2	138.80
AAGAAG110	GmComposite1999_C2	138.90
AAGACT245	GmComposite1999_C2	138.90
PHP02398a	GmComposite1999_C2	139.70
Satt365	GmComposite1999_C2	139.70
Bng035_1	GmComposite1999_C2	14.10
A122_1	GmComposite1999_C2	14.90
Satt205	GmComposite1999_C2	140.90
K011_3	GmComposite1999_C2	141.30
Satt134	GmComposite1999_C2	141.70
A109_2	GmComposite1999_C2	141.70
Bng164_1	GmComposite1999_C2	142.70
pcr2_150	GmComposite1999_C2	143.60
L050_2	GmComposite1999_C2	143.60
T	GmComposite1999_C2	143.70
ACAACC102	GmComposite1999_C2	143.90
AAGACT120	GmComposite1999_C2	144.00
AGGATG109	GmComposite1999_C2	144.10
AAAACT170	GmComposite1999_C2	144.70
GM133	GmComposite1999_C2	146.10
GM169	GmComposite1999_C2	146.10
Ngm 93	GmComposite1999_C2	146.10
AG36	GmComposite1999_C2	146.10
B131_1	GmComposite1999_C2	150.10
PHP03510a	GmComposite1999_C2	150.70
ACGAAT370	GmComposite1999_C2	151.00
K418_4	GmComposite1999_C2	151.30
ACGAGA248	GmComposite1999_C2	151.40
A397_1	GmComposite1999_C2	151.40
ACGAGT315	GmComposite1999_C2	152.40
ACTAGG440	GmComposite1999_C2	154.50
ACTAGA135	GmComposite1999_C2	154.80
PHP02304a	GmComposite1999_C2	155.30
ACAACT98	GmComposite1999_C2	155.50
AGGAAG245	GmComposite1999_C2	155.70
RGA1g	GmComposite1999_C2	158.50
AAGAGT250	GmComposite1999_C2	158.90
BLT029_1	GmComposite1999_C2	159.10
K474_1	GmComposite1999_C2	159.10
P029_1	GmComposite1999_C2	159.10
A538_1	GmComposite1999_C2	159.10
A748_1	GmComposite1999_C2	160.00
K365_1	GmComposite1999_C2	160.00
K474_2	GmComposite1999_C2	160.00
GM156	GmComposite1999_C2	162.00
GM065	GmComposite1999_C2	162.00
cr013_1	GmComposite1999_C2	165.30
GM024a	GmComposite1999_C2	175.00
GM224a	GmComposite1999_C2	175.00
A703_3	GmComposite1999_C2	175.00
GM118	GmComposite1999_C2	175.00
C056_1	GmComposite1999_C2	177.20
GM100	GmComposite1999_C2	178.00
K455_1	GmComposite1999_C2	180.20
A676_1	GmComposite1999_C2	186.20
A059_2	GmComposite1999_C2	19.40
OO05_250	GmComposite1999_C2	199.00
L199_2	GmComposite1999_C2	20.70
A262_4	GmComposite1999_C2	21.20
Bng132_2	GmComposite1999_C2	21.90
A109_3	GmComposite1999_C2	23.60
cr201_1	GmComposite1999_C2	24.40
cyc2Gm	GmComposite1999_C2	34.00
mQ086_1	GmComposite1999_C2	34.00
mO008_1	GmComposite1999_C2	34.00
