#QTLName	OntologyIdentifier
Flooding yield index 1-3	PO:0000003
Flooding yield index 1-3	TO:0000286
Flooding yield index 1-4	GO:0009413
Flooding yield index 1-4	PO:0000003
Flooding yield index 1-4	TO:0000286
Flower color 1-1	PO:0009046
Flower color 1-1	TO:0000537
Flower form 1-1	GO:0048439
Flower form 1-1	PO:00009046
Flower form 1-1	TO:0000881
Flower form 1-2	GO:0048439
Flower form 1-2	PO:00009046
Flower form 1-2	TO:0000881
Flower form 1-3	GO:0048439
Flower form 1-3	PO:00009046
Flower form 1-3	TO:0000881
Flower form 1-4	GO:0048439
Flower form 1-4	PO:00009046
Flower form 1-4	TO:0000881
Flower number 1-1	PO:0009046
Flower number 1-1	TO:0002736
Flower number 1-10	PO:0009046
Flower number 1-10	TO:0002736
Flower number 1-11	PO:0009046
Flower number 1-11	TO:0002736
Flower number 1-12	PO:0009046
Flower number 1-12	TO:0002736
Flower number 1-2	PO:0009046
Flower number 1-2	TO:0002736
Flower number 1-3	PO:0009046
Flower number 1-3	TO:0002736
Flower number 1-4	PO:0009046
Flower number 1-4	TO:0002736
Flower number 1-5	PO:0009046
Flower number 1-5	TO:0002736
Flower number 1-6	PO:0009046
Flower number 1-6	TO:0002736
Flower number 1-7	PO:0009046
Flower number 1-7	TO:0002736
Flower number 1-8	PO:0009046
Flower number 1-8	TO:0002736
Flower number 1-9	PO:0009046
Flower number 1-9	TO:0002736
Hypocotyl length 1-1	PO:0025291
Hypocotyl length 1-1	TO:0006065
Hypocotyl length 1-2	PO:0025291
Hypocotyl length 1-2	TO:0006065
Hypocotyl length 1-3	PO:0025291
Hypocotyl length 1-3	TO:0006065
Hypocotyl length 2-1	PO:0025291
Hypocotyl length 2-1	TO:0006065
Hypocotyl length 2-2	PO:0025291
Hypocotyl length 2-2	TO:0006065
Hypocotyl length 3-1	PO:0025291
Hypocotyl length 3-1	TO:0006065
Indo soy dwarf virus 1-1	GO:0009615
Indo soy dwarf virus 1-1	TO:0000148
Internode length 1-1	PO:0005005
Internode length 1-1	TO:0000145
Internode length 1-10	PO:0005005
Internode length 1-10	TO:0000145
Internode length 1-11	PO:0005005
Internode length 1-11	TO:0000145
Internode length 1-12	PO:0005005
Internode length 1-12	TO:0000145
Internode length 1-13	PO:0005005
Internode length 1-13	TO:0000145
Internode length 1-14	PO:0005005
Internode length 1-14	TO:0000145
Internode length 1-15	PO:0005005
Internode length 1-15	TO:0000145
Internode length 1-16	PO:0005005
Internode length 1-16	TO:0000145
Internode length 1-2	PO:0005005
Internode length 1-2	TO:0000145
Internode length 1-3	PO:0005005
Internode length 1-3	TO:0000145
Internode length 1-4	PO:0005005
Internode length 1-4	TO:0000145
Internode length 1-5	PO:0005005
Internode length 1-5	TO:0000145
Internode length 1-6	PO:0005005
Internode length 1-6	TO:0000145
Internode length 1-7	PO:0005005
Internode length 1-7	TO:0000145
Internode length 1-8	PO:0005005
Internode length 1-8	TO:0000145
Internode length 1-9	PO:0005005
Internode length 1-9	TO:0000145
Internode length 2-1	PO:0005005
Internode length 2-1	TO:0000145
Internode length 2-10	PO:0005005
Internode length 2-10	TO:0000145
Internode length 2-11	PO:0005005
Internode length 2-11	TO:0000145
Internode length 2-12	PO:0005005
Internode length 2-12	TO:0000145
Internode length 2-2	PO:0005005
Internode length 2-2	TO:0000145
Internode length 2-3	PO:0005005
Internode length 2-3	TO:0000145
Internode length 2-4	PO:0005005
Internode length 2-4	TO:0000145
Internode length 2-5	PO:0005005
Internode length 2-5	TO:0000145
Internode length 2-6	PO:0005005
Internode length 2-6	TO:0000145
Internode length 2-7	PO:0005005
Internode length 2-7	TO:0000145
Internode length 2-8	PO:0005005
Internode length 2-8	TO:0000145
Internode length 2-9	PO:0005005
Internode length 2-9	TO:0000145
Japanese beetle resistance 1-1	GO:0009625
Japanese beetle resistance 1-1	TO:0000961
Japanese beetle resistance 1-2	GO:0009625
Japanese beetle resistance 1-2	TO:0000961
Japanese beetle resistance 1-3	GO:0009625
Japanese beetle resistance 1-3	TO:0000961
Japanese beetle resistance 1-4	GO:0009625
Japanese beetle resistance 1-4	TO:0000961
Japanese beetle resistance 1-5	GO:0009625
Japanese beetle resistance 1-5	TO:0000961
Japanese beetle resistance 1-6	GO:0009625
Japanese beetle resistance 1-6	TO:0000961
Japanese beetle resistance 1-7	GO:0009625
Japanese beetle resistance 1-7	TO:0000961
Japanese beetle resistance 1-8	GO:0009625
Japanese beetle resistance 1-8	TO:0000961
Jav root-knot nematode 1-1	GO:0009624
Jav root-knot nematode 1-1	TO:0002706
Jav root-knot nematode 1-2	GO:0009624
Jav root-knot nematode 1-2	TO:0002706
Jav root-knot nematode 1-3	GO:0009624
Jav root-knot nematode 1-3	TO:0002706
Jav root-knot nematode 1-4	GO:0009624
Jav root-knot nematode 1-4	TO:0002706
Jav root-knot nematode 1-5	GO:0009624
Jav root-knot nematode 1-5	TO:0002706
Jav root-knot nematode 1-6	GO:0009624
Jav root-knot nematode 1-6	TO:0002706
Jav root-knot nematode 1-7	GO:0009624
Jav root-knot nematode 1-7	TO:0002706
Jav root-knot nematode 1-8	GO:0009624
Jav root-knot nematode 1-8	TO:0002706
Jav root-knot nematode 2-1	GO:0009624
Jav root-knot nematode 2-1	TO:0002706
Leaf Damage, ozone, 2nd trifoliate leaf 1-1	GO:0010193
Leaf Damage, ozone, 3rd trifoliate leaf 1-1	GO:0010193
Leaf Damage, ozone, 3rd-5th trifoliate leaves 1-1	GO:0010193
Leaf Damage, ozone, 3rd-5th trifoliate leaves 1-2	GO:0010193
Leaf Damage, ozone, 4th trifoliate leaf 1-1	GO:0010193
Leaf Damage, ozone, 5th trifoliate leaf 1-1	GO:0010193
Leaf Damage, ozone, 5th trifoliate leaf 1-2	GO:0010193
Leaf Damage, ozone, 5th trifoliate leaf 1-3	GO:0010193
Leaf Damage, ozone, 5th trifoliate leaf 1-4	GO:0010193
Leaf Damage, ozone, 6th trifoliate leaf 1-1	GO:0010193
Leaf Damage, ozone, 6th trifoliate leaf 1-2	GO:0010193
Leaflet area 1-1	PO:0020049
Leaflet area 1-1	TO:0000827
Leaflet area 1-2	PO:0020049
Leaflet area 1-2	TO:0000827
Leaflet area 1-3	PO:0020049
Leaflet area 1-3	TO:0000827
Leaflet area 1-4	PO:0020049
Leaflet area 1-4	TO:0000827
Leaflet area 1-5	PO:0020049
Leaflet area 1-5	TO:0000827
Leaflet area 1-6	PO:0020049
Leaflet area 1-6	TO:0000827
Leaflet area 2-1	PO:0020049
Leaflet area 2-1	TO:0000827
Leaflet area 2-2	PO:0020049
Leaflet area 2-2	TO:0000827
Leaflet area 2-3	PO:0020049
Leaflet area 2-3	TO:0000827
Leaflet area 3-1	PO:0020049
Leaflet area 3-1	TO:0000827
Leaflet area 3-2	PO:0020049
Leaflet area 3-2	TO:0000827
Leaflet area 3-3	PO:0020049
Leaflet area 3-3	TO:0000827
Leaflet area 3-4	PO:0020049
Leaflet area 3-4	TO:0000827
Leaflet area 4-1	PO:0020049
Leaflet area 4-1	TO:0000827
Leaflet area 4-2	PO:0020049
Leaflet area 4-2	TO:0000827
Leaflet area 4-3	PO:0020049
Leaflet area 4-3	TO:0000827
Leaflet area 4-4	PO:0020049
Leaflet area 4-4	TO:0000827
Leaflet area 5-1	PO:0020049
Leaflet area 5-1	TO:0000827
Leaflet area 6-1	PO:0020049
Leaflet area 6-1	TO:0000827
Leaflet area 6-2	PO:0020049
Leaflet area 6-2	TO:0000827
Leaflet area 6-3	PO:0020049
Leaflet area 6-3	TO:0000827
Leaflet area 7-1	PO:0020049
Leaflet area 7-1	TO:0000827
Leaflet area 7-2	PO:0020049
Leaflet area 7-2	TO:0000827
Leaflet area 8-1	PO:0020049
Leaflet area 8-1	TO:0000827
Leaflet area 8-2	PO:0020049
Leaflet area 8-2	TO:0000827
Leaflet area 9-1	PO:0020049
Leaflet area 9-1	TO:0000827
Leaflet area 9-10	PO:0020049
Leaflet area 9-10	TO:0000827
Leaflet area 9-2	PO:0020049
Leaflet area 9-2	TO:0000827
Leaflet area 9-3	PO:0020049
Leaflet area 9-3	TO:0000827
Leaflet area 9-4	PO:0020049
Leaflet area 9-4	TO:0000827
Leaflet area 9-5	PO:0020049
Leaflet area 9-5	TO:0000827
Leaflet area 9-6	PO:0020049
Leaflet area 9-6	TO:0000827
Leaflet area 9-7	PO:0020049
Leaflet area 9-7	TO:0000827
Leaflet area 9-8	PO:0020049
Leaflet area 9-8	TO:0000827
Leaflet area 9-9	PO:0020049
Leaflet area 9-9	TO:0000827
Leaflet area, specific 2-1	PO:0020049
Leaflet area, specific 2-2	PO:0020049
Leaflet ash 1-1	PO:0020049
Leaflet ash 1-1	TO:0000607
Leaflet ash 1-10	PO:0020049
Leaflet ash 1-10	TO:0000607
Leaflet ash 1-11	PO:0020049
Leaflet ash 1-11	TO:0000607
Leaflet ash 1-2	PO:0020049
Leaflet ash 1-2	TO:0000607
Leaflet ash 1-3	PO:0020049
Leaflet ash 1-3	TO:0000607
Leaflet ash 1-4	PO:0020049
Leaflet ash 1-4	TO:0000607
Leaflet ash 1-5	PO:0020049
Leaflet ash 1-5	TO:0000607
Leaflet ash 1-6	PO:0020049
Leaflet ash 1-6	TO:0000607
Leaflet ash 1-7	PO:0020049
Leaflet ash 1-7	TO:0000607
Leaflet ash 1-8	PO:0020049
Leaflet ash 1-8	TO:0000607
Leaflet ash 1-9	PO:0020049
Leaflet ash 1-9	TO:0000607
Leaflet chlorophyll 1-1	PO:0020049
Leaflet chlorophyll 1-1	TO:0000495
Leaflet chlorophyll 1-10	PO:0020049
Leaflet chlorophyll 1-10	TO:0000495
Leaflet chlorophyll 1-11	PO:0020049
Leaflet chlorophyll 1-11	TO:0000495
Leaflet chlorophyll 1-12	PO:0020049
Leaflet chlorophyll 1-12	TO:0000495
Leaflet chlorophyll 1-13	PO:0020049
Leaflet chlorophyll 1-13	TO:0000495
Leaflet chlorophyll 1-14	PO:0020049
Leaflet chlorophyll 1-14	TO:0000495
Leaflet chlorophyll 1-15	PO:0020049
Leaflet chlorophyll 1-15	TO:0000495
Leaflet chlorophyll 1-16	PO:0020049
Leaflet chlorophyll 1-16	TO:0000495
Leaflet chlorophyll 1-2	PO:0020049
Leaflet chlorophyll 1-2	TO:0000495
Leaflet chlorophyll 1-3	PO:0020049
Leaflet chlorophyll 1-3	TO:0000495
Leaflet chlorophyll 1-4	PO:0020049
Leaflet chlorophyll 1-4	TO:0000495
Leaflet chlorophyll 1-5	PO:0020049
Leaflet chlorophyll 1-5	TO:0000495
Leaflet chlorophyll 1-6	PO:0020049
Leaflet chlorophyll 1-6	TO:0000495
Leaflet chlorophyll 1-7	PO:0020049
Leaflet chlorophyll 1-7	TO:0000495
Leaflet chlorophyll 1-8	PO:0020049
Leaflet chlorophyll 1-8	TO:0000495
Leaflet chlorophyll 1-9	PO:0020049
Leaflet chlorophyll 1-9	TO:0000495
Leaflet chlorophyll 2-1	PO:0020049
Leaflet chlorophyll 2-1	TO:0000495
Leaflet length 1-1	PO:0020049
Leaflet length 1-1	TO:0002690
Leaflet length 1-2	PO:0020049
Leaflet length 1-2	TO:0002690
Leaflet length 10-1	PO:0020049
Leaflet length 10-1	TO:0002690
Leaflet length 10-2	PO:0020049
Leaflet length 10-2	TO:0002690
Leaflet length 10-3	PO:0020049
Leaflet length 10-3	TO:0002690
Leaflet length 10-4	PO:0020049
Leaflet length 10-4	TO:0002690
Leaflet length 10-5	PO:0020049
Leaflet length 10-5	TO:0002690
Leaflet length 10-6	PO:0020049
Leaflet length 10-6	TO:0002690
Leaflet length 2-1	PO:0020049
Leaflet length 2-1	TO:0002690
Leaflet length 2-2	PO:0020049
Leaflet length 2-2	TO:0002690
Leaflet length 2-3	PO:0020049
Leaflet length 2-3	TO:0002690
Leaflet length 3-1	PO:0020049
Leaflet length 3-1	TO:0002690
Leaflet length 3-2	PO:0020049
Leaflet length 3-2	TO:0002690
Leaflet length 3-3	PO:0020049
Leaflet length 3-3	TO:0002690
Leaflet length 4-1	PO:0020049
Leaflet length 4-1	TO:0002690
Leaflet length 4-2	PO:0020049
Leaflet length 4-2	TO:0002690
Leaflet length 4-3	PO:0020049
Leaflet length 4-3	TO:0002690
Leaflet length 5-1	PO:0020049
Leaflet length 5-1	TO:0002690
Leaflet length 5-2	PO:0020049
Leaflet length 5-2	TO:0002690
Leaflet length 5-3	PO:0020049
Leaflet length 5-3	TO:0002690
Leaflet length 5-4	PO:0020049
Leaflet length 5-4	TO:0002690
Leaflet length 6-1	PO:0020049
Leaflet length 6-1	TO:0002690
Leaflet length 6-2	PO:0020049
Leaflet length 6-2	TO:0002690
Leaflet length 6-3	PO:0020049
Leaflet length 6-3	TO:0002690
Leaflet length 6-4	PO:0020049
Leaflet length 6-4	TO:0002690
Leaflet length 7-1	PO:0020049
Leaflet length 7-1	TO:0002690
Leaflet length 7-10	PO:0020049
Leaflet length 7-10	TO:0002690
Leaflet length 7-11	PO:0020049
Leaflet length 7-11	TO:0002690
Leaflet length 7-12	PO:0020049
Leaflet length 7-12	TO:0002690
Leaflet length 7-2	PO:0020049
Leaflet length 7-2	TO:0002690
Leaflet length 7-3	PO:0020049
Leaflet length 7-3	TO:0002690
Leaflet length 7-4	PO:0020049
Leaflet length 7-4	TO:0002690
Leaflet length 7-5	PO:0020049
Leaflet length 7-5	TO:0002690
Leaflet length 7-6	PO:0020049
Leaflet length 7-6	TO:0002690
Leaflet length 7-7	PO:0020049
Leaflet length 7-7	TO:0002690
Leaflet length 7-8	PO:0020049
Leaflet length 7-8	TO:0002690
Leaflet length 7-9	PO:0020049
Leaflet length 7-9	TO:0002690
Leaflet length 8-1	PO:0020049
Leaflet length 8-1	TO:0002690
Leaflet length 8-10	PO:0020049
Leaflet length 8-10	TO:0002690
Leaflet length 8-11	PO:0020049
Leaflet length 8-11	TO:0002690
Leaflet length 8-12	PO:0020049
Leaflet length 8-12	TO:0002690
Leaflet length 8-13	PO:0020049
Leaflet length 8-13	TO:0002690
Leaflet length 8-14	PO:0020049
Leaflet length 8-14	TO:0002690
Leaflet length 8-15	PO:0020049
Leaflet length 8-15	TO:0002690
Leaflet length 8-2	PO:0020049
Leaflet length 8-2	TO:0002690
Leaflet length 8-3	PO:0020049
Leaflet length 8-3	TO:0002690
Leaflet length 8-4	PO:0020049
Leaflet length 8-4	TO:0002690
Leaflet length 8-5	PO:0020049
Leaflet length 8-5	TO:0002690
Leaflet length 8-6	PO:0020049
Leaflet length 8-6	TO:0002690
Leaflet length 8-7	PO:0020049
Leaflet length 8-7	TO:0002690
Leaflet length 8-8	PO:0020049
Leaflet length 8-8	TO:0002690
Leaflet length 8-9	PO:0020049
Leaflet length 8-9	TO:0002690
Leaflet length 9-1	PO:0020049
Leaflet length 9-1	TO:0002690
Leaflet length 9-10	PO:0020049
Leaflet length 9-10	TO:0002690
Leaflet length 9-11	PO:0020049
Leaflet length 9-11	TO:0002690
Leaflet length 9-12	PO:0020049
Leaflet length 9-12	TO:0002690
Leaflet length 9-13	PO:0020049
Leaflet length 9-13	TO:0002690
Leaflet length 9-14	PO:0020049
Leaflet length 9-14	TO:0002690
Leaflet length 9-15	PO:0020049
Leaflet length 9-15	TO:0002690
Leaflet length 9-2	PO:0020049
Leaflet length 9-2	TO:0002690
Leaflet length 9-3	PO:0020049
Leaflet length 9-3	TO:0002690
Leaflet length 9-4	PO:0020049
Leaflet length 9-4	TO:0002690
Leaflet length 9-5	PO:0020049
Leaflet length 9-5	TO:0002690
Leaflet length 9-6	PO:0020049
Leaflet length 9-6	TO:0002690
Leaflet length 9-7	PO:0020049
Leaflet length 9-7	TO:0002690
Leaflet length 9-8	PO:0020049
Leaflet length 9-8	TO:0002690
Leaflet length 9-9	PO:0020049
Leaflet length 9-9	TO:0002690
Leaflet N, specific 1-1	PO:0020049
Leaflet N, specific 1-1	TO:0020093
Leaflet P 1-1	PO:0020049
Leaflet P 1-1	TO:0001025
Leaflet P 1-2	PO:0020049
Leaflet P 1-2	TO:0001025
Leaflet shape 1-1	PO:0020049
Leaflet shape 1-1	TO:0000492
Leaflet shape 1-2	PO:0020049
Leaflet shape 1-2	TO:0000492
Leaflet shape 1-3	PO:0020049
Leaflet shape 1-3	TO:0000492
Leaflet shape 1-4	PO:0020049
Leaflet shape 1-4	TO:0000492
Leaflet shape 10-1	PO:0020049
Leaflet shape 10-1	TO:0000492
Leaflet shape 10-2	PO:0020049
Leaflet shape 10-2	TO:0000492
Leaflet shape 10-3	PO:0020049
Leaflet shape 10-3	TO:0000492
Leaflet shape 10-4	PO:0020049
Leaflet shape 10-4	TO:0000492
Leaflet shape 10-5	PO:0020049
Leaflet shape 10-5	TO:0000492
Leaflet shape 10-6	PO:0020049
Leaflet shape 10-6	TO:0000492
Leaflet shape 10-7	PO:0020049
Leaflet shape 10-7	TO:0000492
Leaflet shape 2-1	PO:0020049
Leaflet shape 2-1	TO:0000492
Leaflet shape 4-1	PO:0020049
Leaflet shape 4-1	TO:0000492
Leaflet shape 4-2	PO:0020049
Leaflet shape 4-2	TO:0000492
Leaflet shape 5-1	PO:0020049
Leaflet shape 5-1	TO:0000492
Leaflet shape 6-1	PO:0020049
Leaflet shape 6-1	TO:0000492
Leaflet shape 6-10	PO:0020049
Leaflet shape 6-10	TO:0000492
Leaflet shape 6-11	PO:0020049
Leaflet shape 6-11	TO:0000492
Leaflet shape 6-12	PO:0020049
Leaflet shape 6-12	TO:0000492
Leaflet shape 6-13	PO:0020049
Leaflet shape 6-13	TO:0000492
Leaflet shape 6-14	PO:0020049
Leaflet shape 6-14	TO:0000492
Leaflet shape 6-15	PO:0020049
Leaflet shape 6-15	TO:0000492
Leaflet shape 6-16	PO:0020049
Leaflet shape 6-16	TO:0000492
Leaflet shape 6-17	PO:0020049
Leaflet shape 6-17	TO:0000492
Leaflet shape 6-18	PO:0020049
Leaflet shape 6-18	TO:0000492
Leaflet shape 6-19	PO:0020049
Leaflet shape 6-19	TO:0000492
Leaflet shape 6-2	PO:0020049
Leaflet shape 6-2	TO:0000492
Leaflet shape 6-20	PO:0020049
Leaflet shape 6-20	TO:0000492
Leaflet shape 6-21	PO:0020049
Leaflet shape 6-21	TO:0000492
Leaflet shape 6-3	PO:0020049
Leaflet shape 6-3	TO:0000492
Leaflet shape 6-4	PO:0020049
Leaflet shape 6-4	TO:0000492
Leaflet shape 6-5	PO:0020049
Leaflet shape 6-5	TO:0000492
Leaflet shape 6-6	PO:0020049
Leaflet shape 6-6	TO:0000492
Leaflet shape 6-7	PO:0020049
Leaflet shape 6-7	TO:0000492
Leaflet shape 6-8	PO:0020049
Leaflet shape 6-8	TO:0000492
Leaflet shape 6-9	PO:0020049
Leaflet shape 6-9	TO:0000492
Leaflet shape 7-1	PO:0020049
Leaflet shape 7-1	TO:0000492
Leaflet shape 7-10	PO:0020049
Leaflet shape 7-10	TO:0000492
Leaflet shape 7-11	PO:0020049
Leaflet shape 7-11	TO:0000492
Leaflet shape 7-12	PO:0020049
Leaflet shape 7-12	TO:0000492
Leaflet shape 7-13	PO:0020049
Leaflet shape 7-13	TO:0000492
Leaflet shape 7-14	PO:0020049
Leaflet shape 7-14	TO:0000492
Leaflet shape 7-15	PO:0020049
Leaflet shape 7-15	TO:0000492
Leaflet shape 7-16	PO:0020049
Leaflet shape 7-16	TO:0000492
Leaflet shape 7-2	PO:0020049
Leaflet shape 7-2	TO:0000492
Leaflet shape 7-3	PO:0020049
Leaflet shape 7-3	TO:0000492
Leaflet shape 7-4	PO:0020049
Leaflet shape 7-4	TO:0000492
Leaflet shape 7-5	PO:0020049
Leaflet shape 7-5	TO:0000492
Leaflet shape 7-6	PO:0020049
Leaflet shape 7-6	TO:0000492
Leaflet shape 7-7	PO:0020049
Leaflet shape 7-7	TO:0000492
Leaflet shape 7-8	PO:0020049
Leaflet shape 7-8	TO:0000492
Leaflet shape 7-9	PO:0020049
Leaflet shape 7-9	TO:0000492
Leaflet shape 8-1	PO:0020049
Leaflet shape 8-1	TO:0000492
Leaflet shape 8-10	PO:0020049
Leaflet shape 8-10	TO:0000492
Leaflet shape 8-2	PO:0020049
Leaflet shape 8-2	TO:0000492
Leaflet shape 8-3	PO:0020049
Leaflet shape 8-3	TO:0000492
Leaflet shape 8-4	PO:0020049
Leaflet shape 8-4	TO:0000492
Leaflet shape 8-5	PO:0020049
Leaflet shape 8-5	TO:0000492
Leaflet shape 8-6	PO:0020049
Leaflet shape 8-6	TO:0000492
Leaflet shape 8-7	PO:0020049
Leaflet shape 8-7	TO:0000492
Leaflet shape 8-8	PO:0020049
Leaflet shape 8-8	TO:0000492
Leaflet shape 8-9	PO:0020049
Leaflet shape 8-9	TO:0000492
Leaflet shape 9-1	PO:0020049
Leaflet shape 9-1	TO:0000492
Leaflet shape 9-2	PO:0020049
Leaflet shape 9-2	TO:0000492
Leaflet shape 9-3	PO:0020049
Leaflet shape 9-3	TO:0000492
Leaflet shape 9-4	PO:0020049
Leaflet shape 9-4	TO:0000492
Leaflet shape 9-5	PO:0020049
Leaflet shape 9-5	TO:0000492
Leaflet shape 9-6	PO:0020049
Leaflet shape 9-6	TO:0000492
Leaflet shape 9-7	PO:0020049
Leaflet shape 9-7	TO:0000492
Leaflet shape 9-8	PO:0020049
Leaflet shape 9-8	TO:0000492
Leaflet trigonelline, dry 1-1	PO:0020049
Leaflet trigonelline, dry 1-1	TO:0000381
Leaflet trigonelline, dry 1-2	PO:0020049
Leaflet trigonelline, dry 1-2	TO:0000381
Leaflet trigonelline, fresh 1-1	PO:0020049
Leaflet trigonelline, fresh 1-1	TO:0000381
Leaflet trigonelline, fresh 1-2	PO:0020049
Leaflet trigonelline, fresh 1-2	TO:0000381
Leaflet weight 1-1	PO:0020049
Leaflet weight 1-1	TO:0000505
Leaflet weight, specific 1-1	PO:0020049
Leaflet weight, specific 1-2	PO:0020049
Leaflet weight, specific 1-3	PO:0020049
Leaflet weight, specific 1-4	PO:0020049
Leaflet weight, specific 1-5	PO:0020049
Leaflet weight, specific 1-6	PO:0020049
Leaflet weight, specific 2-1	PO:0020049
Leaflet weight, specific 2-2	PO:0020049
Leaflet weight, specific 2-3	PO:0020049
Leaflet weight, specific 2-4	PO:0020049
Leaflet weight, specific 2-5	PO:0020049
Leaflet weight, specific 2-6	PO:0020049
Leaflet weight, specific 2-7	PO:0020049
Leaflet weight, specific 2-8	PO:0020049
Leaflet weight, specific 2-9	PO:0020049
Leaflet width 1-1	PO:0020049
Leaflet width 1-1	TO:0000370
Leaflet width 1-2	PO:0020049
Leaflet width 1-2	TO:0000370
Leaflet width 1-3	PO:0020049
Leaflet width 1-3	TO:0000370
Leaflet width 10-1	PO:0020049
Leaflet width 10-1	TO:0000370
Leaflet width 10-2	PO:0020049
Leaflet width 10-2	TO:0000370
Leaflet width 10-3	PO:0020049
Leaflet width 10-3	TO:0000370
Leaflet width 2-1	PO:0020049
Leaflet width 2-1	TO:0000370
Leaflet width 2-2	PO:0020049
Leaflet width 2-2	TO:0000370
Leaflet width 2-3	PO:0020049
Leaflet width 2-3	TO:0000370
Leaflet width 3-1	PO:0020049
Leaflet width 3-1	TO:0000370
Leaflet width 3-2	PO:0020049
Leaflet width 3-2	TO:0000370
Leaflet width 3-3	PO:0020049
Leaflet width 3-3	TO:0000370
Leaflet width 4-1	PO:0020049
Leaflet width 4-1	TO:0000370
Leaflet width 4-2	PO:0020049
Leaflet width 4-2	TO:0000370
Leaflet width 5-1	PO:0020049
Leaflet width 5-1	TO:0000370
Leaflet width 5-2	PO:0020049
Leaflet width 5-2	TO:0000370
Leaflet width 5-3	PO:0020049
Leaflet width 5-3	TO:0000370
Leaflet width 5-4	PO:0020049
Leaflet width 5-4	TO:0000370
Leaflet width 6-1	PO:0020049
Leaflet width 6-1	TO:0000370
Leaflet width 6-10	PO:0020049
Leaflet width 6-10	TO:0000370
Leaflet width 6-2	PO:0020049
Leaflet width 6-2	TO:0000370
Leaflet width 6-3	PO:0020049
Leaflet width 6-3	TO:0000370
Leaflet width 6-4	PO:0020049
Leaflet width 6-4	TO:0000370
Leaflet width 6-5	PO:0020049
Leaflet width 6-5	TO:0000370
Leaflet width 6-6	PO:0020049
Leaflet width 6-6	TO:0000370
Leaflet width 6-7	PO:0020049
Leaflet width 6-7	TO:0000370
Leaflet width 6-8	PO:0020049
Leaflet width 6-8	TO:0000370
Leaflet width 6-9	PO:0020049
Leaflet width 6-9	TO:0000370
Leaflet width 7-1	PO:0020049
Leaflet width 7-1	TO:0000370
Leaflet width 7-10	PO:0020049
Leaflet width 7-10	TO:0000370
Leaflet width 7-11	PO:0020049
Leaflet width 7-11	TO:0000370
Leaflet width 7-2	PO:0020049
Leaflet width 7-2	TO:0000370
Leaflet width 7-3	PO:0020049
Leaflet width 7-3	TO:0000370
Leaflet width 7-4	PO:0020049
Leaflet width 7-4	TO:0000370
Leaflet width 7-5	PO:0020049
Leaflet width 7-5	TO:0000370
Leaflet width 7-6	PO:0020049
Leaflet width 7-6	TO:0000370
Leaflet width 7-7	PO:0020049
Leaflet width 7-7	TO:0000370
Leaflet width 7-8	PO:0020049
Leaflet width 7-8	TO:0000370
Leaflet width 7-9	PO:0020049
Leaflet width 7-9	TO:0000370
Leaflet width 8-1	PO:0020049
Leaflet width 8-1	TO:0000370
Leaflet width 8-10	PO:0020049
Leaflet width 8-10	TO:0000370
Leaflet width 8-11	PO:0020049
Leaflet width 8-11	TO:0000370
Leaflet width 8-12	PO:0020049
Leaflet width 8-12	TO:0000370
Leaflet width 8-13	PO:0020049
Leaflet width 8-13	TO:0000370
Leaflet width 8-14	PO:0020049
Leaflet width 8-14	TO:0000370
Leaflet width 8-15	PO:0020049
